,Manufacturer##other##,Window Type##other##,Nominal Width##length##inches,Nominal Height##length##inches,Egress Window##other##,Design Pressure##other##,Description##other##,Model##other##
CUPCA2060,Marvin Windows and Doors,Clad Ultimate Push Out Casement,20,60,No,DP50,2060 CSMT,CUPCA2060
CUPCA2064,Marvin Windows and Doors,Clad Ultimate Push Out Casement,20,64,No,DP50,2064 CSMT,CUPCA2064
CUPCA2072,Marvin Windows and Doors,Clad Ultimate Push Out Casement,20,72,No,DP50,2072 CSMT,CUPCA2072
CUPCA2078,Marvin Windows and Doors,Clad Ultimate Push Out Casement,20,78,No,DP50,2078 CSMT,CUPCA2078
CUPCA2084,Marvin Windows and Doors,Clad Ultimate Push Out Casement,20,84,No,DP50,2084 CSMT,CUPCA2084
CUPCA2092,Marvin Windows and Doors,Clad Ultimate Push Out Casement,20,92,No,DP50,2092 CSMT,CUPCA2092
CUPCA2096,Marvin Windows and Doors,Clad Ultimate Push Out Casement,20,96,No,DP50,2096 CSMT,CUPCA2096


CUPCA2416,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,16,No,DP50,2416 CSMT,CUPCA2416
CUPCA2418,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,18,No,DP50,2418 CSMT,CUPCA2418
CUPCA2420,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,20,No,DP50,2420 CSMT,CUPCA2420
CUPCA2424,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,24,No,DP50,2424 CSMT,CUPCA2424
CUPCA2428,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,28,No,DP50,2428 CSMT,CUPCA2428
CUPCA2432,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,32,No,DP50,2432 CSMT,CUPCA2432
CUPCA2436,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,36,No,DP50,2436 CSMT,CUPCA2436
CUPCA2440,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,40,No,DP50,2440 CSMT,CUPCA2440
CUPCA2444,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,44,No,DP50,2444 CSMT,CUPCA2444
CUPCA2448,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,48,No,DP50,2448 CSMT,CUPCA2448
CUPCA2454,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,54,No,DP50,2454 CSMT,CUPCA2454
CUPCA2456,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,56,No,DP50,2456 CSMT,CUPCA2456
CUPCA2460,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,60,No,DP50,2460 CSMT,CUPCA2460
CUPCA2464,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,64,No,DP50,2464 CSMT,CUPCA2464
CUPCA2472,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,72,No,DP50,2472 CSMT,CUPCA2472
CUPCA2478,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,78,No,DP50,2478 CSMT,CUPCA2478
CUPCA2484,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,84,No,DP50,2484 CSMT,CUPCA2484
CUPCA2492,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,92,No,DP50,2492 CSMT,CUPCA2492
CUPCA2496,Marvin Windows and Doors,Clad Ultimate Push Out Casement,24,96,No,DP50,2496 CSMT,CUPCA2496


CUPCA2616,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,16,No,DP50,2616 CSMT,CUPCA2616
CUPCA2618,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,18,No,DP50,2618 CSMT,CUPCA2618
CUPCA2620,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,20,No,DP50,2620 CSMT,CUPCA2620
CUPCA2624,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,24,No,DP50,2624 CSMT,CUPCA2624
CUPCA2628,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,28,No,DP50,2628 CSMT,CUPCA2628
CUPCA2632,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,32,No,DP50,2632 CSMT,CUPCA2632
CUPCA2636,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,36,No,DP50,2636 CSMT,CUPCA2636
CUPCA2640,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,40,No,DP50,2640 CSMT,CUPCA2640
CUPCA2644,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,44,No,DP50,2644 CSMT,CUPCA2644
CUPCA2648,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,48,No,DP50,2648 CSMT,CUPCA2648
CUPCA2654,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,54,No,DP50,2654 CSMT,CUPCA2654
CUPCA2656,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,56,No,DP50,2656 CSMT,CUPCA2656
CUPCA2660,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,60,No,DP50,2660 CSMT,CUPCA2660
CUPCA2664,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,64,No,DP50,2664 CSMT,CUPCA2664
CUPCA2672,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,72,No,DP50,2672 CSMT,CUPCA2672
CUPCA2678,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,78,No,DP50,2678 CSMT,CUPCA2678
CUPCA2684,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,84,No,DP50,2684 CSMT,CUPCA2684
CUPCA2692,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,92,No,DP50,2692 CSMT,CUPCA2692
CUPCA2696,Marvin Windows and Doors,Clad Ultimate Push Out Casement,26,96,No,DP50,2696 CSMT,CUPCA2696

CUPCA2816,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,16,No,DP50,2816 CSMT,CUPCA2816
CUPCA2818,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,18,No,DP50,2818 CSMT,CUPCA2818
CUPCA2820,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,20,No,DP50,2820 CSMT,CUPCA2820
CUPCA2824,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,24,No,DP50,2824 CSMT,CUPCA2824
CUPCA2828,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,28,No,DP50,2828 CSMT,CUPCA2828
CUPCA2832,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,32,No,DP50,2832 CSMT,CUPCA2832
CUPCA2836,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,36,No,DP50,2836 CSMT,CUPCA2836
CUPCA2840,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,40,No,DP50,2840 CSMT,CUPCA2840
CUPCA2844,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,44,Yes,DP50,2844 CSMT,CUPCA2844
CUPCA2848,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,48,Yes,DP50,2848 CSMT,CUPCA2848
CUPCA2854,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,54,Yes,DP50,2854 CSMT,CUPCA2854
CUPCA2856,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,56,Yes,DP50,2856 CSMT,CUPCA2856
CUPCA2860,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,60,Yes,DP50,2860 CSMT,CUPCA2860
CUPCA2864,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,64,Yes,DP50,2864 CSMT,CUPCA2864
CUPCA2872,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,72,Yes,DP50,2872 CSMT,CUPCA2872
CUPCA2878,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,78,Yes,DP50,2878 CSMT,CUPCA2878
CUPCA2884,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,84,Yes,DP50,2884 CSMT,CUPCA2884
CUPCA2892,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,92,Yes,DP50,2892 CSMT,CUPCA2892
CUPCA2896,Marvin Windows and Doors,Clad Ultimate Push Out Casement,28,96,Yes,DP50,2896 CSMT,CUPCA2896

CUPCA3016,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,16,No,DP50,3016 CSMT,CUPCA3016
CUPCA3018,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,18,No,DP50,3018 CSMT,CUPCA3018
CUPCA3020,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,20,No,DP50,3020 CSMT,CUPCA3020
CUPCA3024,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,24,No,DP50,3024 CSMT,CUPCA3024
CUPCA3028,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,28,No,DP50,3028 CSMT,CUPCA3028
CUPCA3032,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,32,No,DP50,3032 CSMT,CUPCA3032
CUPCA3036,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,36,No,DP50,3036 CSMT,CUPCA3036
CUPCA3040,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,40,No,DP50,3040 CSMT,CUPCA3040
CUPCA3044,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,44,No,DP50,3044 CSMT,CUPCA3044
CUPCA3048,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,48,Yes,DP50,3048 CSMT,CUPCA3048
CUPCA3054,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,54,Yes,DP50,3054 CSMT,CUPCA3054
CUPCA3056,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,56,Yes,DP50,3056 CSMT,CUPCA3056
CUPCA3060,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,60,Yes,DP50,3060 CSMT,CUPCA3060
CUPCA3064,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,64,Yes,DP50,3064 CSMT,CUPCA3064
CUPCA3072,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,72,Yes,DP50,3072 CSMT,CUPCA3072
CUPCA3078,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,78,Yes,DP50,3078 CSMT,CUPCA3078
CUPCA3084,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,84,Yes,DP50,3084 CSMT,CUPCA3084
CUPCA3092,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,92,Yes,DP50,3092 CSMT,CUPCA3092
CUPCA3096,Marvin Windows and Doors,Clad Ultimate Push Out Casement,30,96,Yes,DP50,3096 CSMT,CUPCA3096


CUPCA3216,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,16,No,DP50,3216 CSMT,CUPCA3216
CUPCA3218,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,18,No,DP50,3218 CSMT,CUPCA3218
CUPCA3220,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,20,No,DP50,3220 CSMT,CUPCA3220
CUPCA3224,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,24,No,DP50,3224 CSMT,CUPCA3224
CUPCA3228,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,28,No,DP50,3228 CSMT,CUPCA3228
CUPCA3232,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,32,No,DP50,3232 CSMT,CUPCA3232
CUPCA3236,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,36,No,DP50,3236 CSMT,CUPCA3236
CUPCA3240,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,40,Yes,DP50,3240 CSMT,CUPCA3240
CUPCA3244,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,44,Yes,DP50,3244 CSMT,CUPCA3244
CUPCA3248,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,48,Yes,DP50,3248 CSMT,CUPCA3248
CUPCA3254,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,54,Yes,DP50,3254 CSMT,CUPCA3254
CUPCA3256,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,56,Yes,DP50,3256 CSMT,CUPCA3256
CUPCA3260,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,60,Yes,DP50,3260 CSMT,CUPCA3260
CUPCA3264,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,64,Yes,DP50,3264 CSMT,CUPCA3264
CUPCA3272,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,72,Yes,DP50,3272 CSMT,CUPCA3272
CUPCA3278,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,78,Yes,DP50,3278 CSMT,CUPCA3278
CUPCA3284,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,84,Yes,DP50,3284 CSMT,CUPCA3284
CUPCA3292,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,92,Yes,DP50,3292 CSMT,CUPCA3292
CUPCA3296,Marvin Windows and Doors,Clad Ultimate Push Out Casement,32,96,Yes,DP50,3296 CSMT,CUPCA3296

CUPCA3616,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,16,No,DP50,3616 CSMT,CUPCA3616
CUPCA3618,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,18,No,DP50,3618 CSMT,CUPCA3618
CUPCA3620,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,20,No,DP50,3620 CSMT,CUPCA3620
CUPCA3624,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,24,No,DP50,3624 CSMT,CUPCA3624
CUPCA3628,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,28,No,DP50,3628 CSMT,CUPCA3628
CUPCA3632,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,32,No,DP50,3632 CSMT,CUPCA3632
CUPCA3636,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,36,Yes,DP50,3636 CSMT,CUPCA3636
CUPCA3640,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,40,Yes,DP50,3640 CSMT,CUPCA3640
CUPCA3644,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,44,Yes,DP50,3644 CSMT,CUPCA3644
CUPCA3648,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,48,Yes,DP50,3648 CSMT,CUPCA3648
CUPCA3654,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,54,Yes,DP50,3654 CSMT,CUPCA3654
CUPCA3656,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,56,Yes,DP50,3656 CSMT,CUPCA3656
CUPCA3660,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,60,Yes,DP50,3660 CSMT,CUPCA3660
CUPCA3664,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,64,Yes,DP50,3664 CSMT,CUPCA3664
CUPCA3672,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,72,Yes,DP50,3672 CSMT,CUPCA3672
CUPCA3678,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,78,Yes,DP50,3678 CSMT,CUPCA3678
CUPCA3684,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,84,Yes,DP50,3684 CSMT,CUPCA3684
CUPCA3692,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,92,Yes,DP50,3692 CSMT,CUPCA3692
CUPCA3696,Marvin Windows and Doors,Clad Ultimate Push Out Casement,36,96,Yes,DP50,3696 CSMT,CUPCA3696


CUPCA4016,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,16,No,DP50,4016 CSMT,CUPCA4016
CUPCA4018,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,18,No,DP50,4018 CSMT,CUPCA4018
CUPCA4020,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,20,No,DP50,4020 CSMT,CUPCA4020
CUPCA4024,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,24,No,DP50,4024 CSMT,CUPCA4024
CUPCA4028,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,28,No,DP50,4028 CSMT,CUPCA4028
CUPCA4032,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,32,Yes,DP50,4032 CSMT,CUPCA4032
CUPCA4036,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,36,Yes,DP50,4036 CSMT,CUPCA4036
CUPCA4040,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,40,Yes,DP50,4040 CSMT,CUPCA4040
CUPCA4044,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,44,Yes,DP50,4044 CSMT,CUPCA4044
CUPCA4048,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,48,Yes,DP50,4048 CSMT,CUPCA4048
CUPCA4054,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,54,Yes,DP50,4054 CSMT,CUPCA4054
CUPCA4056,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,56,Yes,DP50,4056 CSMT,CUPCA4056
CUPCA4060,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,60,Yes,DP50,4060 CSMT,CUPCA4060
CUPCA4064,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,64,Yes,DP50,4064 CSMT,CUPCA4064
CUPCA4072,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,72,Yes,DP50,4072 CSMT,CUPCA4072
CUPCA4078,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,78,Yes,DP50,4078 CSMT,CUPCA4078
CUPCA4084,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,84,Yes,DP50,4084 CSMT,CUPCA4084
CUPCA4092,Marvin Windows and Doors,Clad Ultimate Push Out Casement,40,92,Yes,DP50,4092 CSMT,CUPCA4092

