,Manufacturer##other##,Window Type##other##,Nominal Width##length##inches,Nominal Height##length##inches,Design Pressure##other##,Description##other##,Model##other##
CUPCAP5620,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,20,DP50,5620 Fixed,CUPCAP5620
CUPCAP5624,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,24,DP50,5624 Fixed,CUPCAP5624
CUPCAP5628,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,28,DP50,5628 Fixed,CUPCAP5628
CUPCAP5632,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,32,DP50,5632 Fixed,CUPCAP5632
CUPCAP5636,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,36,DP50,5636 Fixed,CUPCAP5636
CUPCAP5640,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,40,DP50,5640 Fixed,CUPCAP5640
CUPCAP5644,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,44,DP50,5644 Fixed,CUPCAP5644
CUPCAP5648,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,48,DP50,5648 Fixed,CUPCAP5648
CUPCAP5654,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,54,DP50,5654 Fixed,CUPCAP5654
CUPCAP5656,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,56,DP50,5656 Fixed,CUPCAP5656
CUPCAP5660,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,60,DP50,5660 Fixed,CUPCAP5660
CUPCAP5664,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,64,DP50,5664 Fixed,CUPCAP5664
CUPCAP5672,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,72,DP50,5672 Fixed,CUPCAP5672
CUPCAP5678,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,78,DP50,5678 Fixed,CUPCAP5678
CUPCAP5684,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,84,DP50,5684 Fixed,CUPCAP5684
CUPCAP5692,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,92,DP50,5692 Fixed,CUPCAP5692
CUPCAP5696,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,56,96,DP50,5696 Fixed,CUPCAP5696

CUPCAP6012,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,12,DP50,6012 Fixed,CUPCAP6012
CUPCAP6014,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,14,DP50,6014 Fixed,CUPCAP6014
CUPCAP6016,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,16,DP50,6016 Fixed,CUPCAP6016
CUPCAP6018,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,18,DP50,6018 Fixed,CUPCAP6018
CUPCAP6020,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,20,DP50,6020 Fixed,CUPCAP6020
CUPCAP6024,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,24,DP50,6024 Fixed,CUPCAP6024
CUPCAP6028,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,28,DP50,6028 Fixed,CUPCAP6028
CUPCAP6032,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,32,DP50,6032 Fixed,CUPCAP6032
CUPCAP6036,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,36,DP50,6036 Fixed,CUPCAP6036
CUPCAP6040,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,40,DP50,6040 Fixed,CUPCAP6040
CUPCAP6044,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,44,DP50,6044 Fixed,CUPCAP6044
CUPCAP6048,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,48,DP50,6048 Fixed,CUPCAP6048
CUPCAP6054,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,54,DP50,6054 Fixed,CUPCAP6054
CUPCAP6056,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,56,DP50,6056 Fixed,CUPCAP6056
CUPCAP6060,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,60,DP50,6060 Fixed,CUPCAP6060
CUPCAP6064,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,64,DP50,6064 Fixed,CUPCAP6064
CUPCAP6072,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,72,DP50,6072 Fixed,CUPCAP6072
CUPCAP6078,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,78,DP50,6078 Fixed,CUPCAP6078
CUPCAP6084,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,84,DP50,6084 Fixed,CUPCAP6084
CUPCAP6092,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,92,DP50,6092 Fixed,CUPCAP6092
CUPCAP6096,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,60,96,DP50,6096 Fixed,CUPCAP6096


CUPCAP6412,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,12,DP50,6412 Fixed,CUPCAP6412
CUPCAP6414,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,14,DP50,6414 Fixed,CUPCAP6414
CUPCAP6416,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,16,DP50,6416 Fixed,CUPCAP6416
CUPCAP6418,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,18,DP50,6418 Fixed,CUPCAP6418
CUPCAP6420,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,20,DP50,6420 Fixed,CUPCAP6420
CUPCAP6424,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,24,DP50,6424 Fixed,CUPCAP6424
CUPCAP6428,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,28,DP50,6428 Fixed,CUPCAP6428
CUPCAP6432,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,32,DP50,6432 Fixed,CUPCAP6432
CUPCAP6436,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,36,DP50,6436 Fixed,CUPCAP6436
CUPCAP6440,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,40,DP50,6440 Fixed,CUPCAP6440
CUPCAP6444,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,44,DP50,6444 Fixed,CUPCAP6444
CUPCAP6448,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,48,DP50,6448 Fixed,CUPCAP6448
CUPCAP6454,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,54,DP50,6454 Fixed,CUPCAP6454
CUPCAP6456,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,56,DP50,6456 Fixed,CUPCAP6456
CUPCAP6460,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,60,DP50,6460 Fixed,CUPCAP6460
CUPCAP6464,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,64,DP50,6464 Fixed,CUPCAP6464
CUPCAP6472,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,72,DP50,6472 Fixed,CUPCAP6472
CUPCAP6478,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,78,DP50,6478 Fixed,CUPCAP6478
CUPCAP6484,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,84,DP50,6484 Fixed,CUPCAP6484
CUPCAP6492,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,92,DP50,6492 Fixed,CUPCAP6492
CUPCAP6496,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,64,96,DP50,6496 Fixed,CUPCAP6496

CUPCAP7212,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,12,DP50,7212 Fixed,CUPCAP7212
CUPCAP7214,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,14,DP50,7214 Fixed,CUPCAP7214
CUPCAP7216,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,16,DP50,7216 Fixed,CUPCAP7216
CUPCAP7218,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,18,DP50,7218 Fixed,CUPCAP7218
CUPCAP7220,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,20,DP50,7220 Fixed,CUPCAP7220
CUPCAP7224,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,24,DP50,7224 Fixed,CUPCAP7224
CUPCAP7228,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,28,DP50,7228 Fixed,CUPCAP7228
CUPCAP7232,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,32,DP50,7232 Fixed,CUPCAP7232
CUPCAP7236,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,36,DP50,7236 Fixed,CUPCAP7236
CUPCAP7240,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,40,DP50,7240 Fixed,CUPCAP7240
CUPCAP7244,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,44,DP50,7244 Fixed,CUPCAP7244
CUPCAP7248,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,48,DP50,7248 Fixed,CUPCAP7248
CUPCAP7254,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,54,DP50,7254 Fixed,CUPCAP7254
CUPCAP7256,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,56,DP50,7256 Fixed,CUPCAP7256
CUPCAP7260,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,60,DP50,7260 Fixed,CUPCAP7260
CUPCAP7264,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,64,DP50,7264 Fixed,CUPCAP7264
CUPCAP7272,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,72,DP50,7272 Fixed,CUPCAP7272
CUPCAP7278,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,78,DP50,7278 Fixed,CUPCAP7278
CUPCAP7284,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,84,DP50,7284 Fixed,CUPCAP7284
CUPCAP7292,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,92,DP50,7292 Fixed,CUPCAP7292
CUPCAP7296,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,72,96,DP50,7296 Fixed,CUPCAP7296

CUPCAP8012,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,12,DP50,8012 Fixed,CUPCAP8012
CUPCAP8014,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,14,DP50,8014 Fixed,CUPCAP8014
CUPCAP8016,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,16,DP50,8016 Fixed,CUPCAP8016
CUPCAP8018,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,18,DP50,8018 Fixed,CUPCAP8018
CUPCAP8020,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,20,DP50,8020 Fixed,CUPCAP8020
CUPCAP8024,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,24,DP50,8024 Fixed,CUPCAP8024
CUPCAP8028,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,28,DP50,8028 Fixed,CUPCAP8028
CUPCAP8032,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,32,DP50,8032 Fixed,CUPCAP8032
CUPCAP8036,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,36,DP50,8036 Fixed,CUPCAP8036
CUPCAP8040,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,40,DP50,8040 Fixed,CUPCAP8040
CUPCAP8044,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,44,DP50,8044 Fixed,CUPCAP8044
CUPCAP8048,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,48,DP50,8048 Fixed,CUPCAP8048
CUPCAP8054,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,54,DP50,8054 Fixed,CUPCAP8054
CUPCAP8056,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,56,DP50,8056 Fixed,CUPCAP8056
CUPCAP8060,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,60,DP50,8060 Fixed,CUPCAP8060
CUPCAP8064,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,64,DP50,8064 Fixed,CUPCAP8064
CUPCAP8072,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,72,DP50,8072 Fixed,CUPCAP8072
CUPCAP8078,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,78,DP50,8078 Fixed,CUPCAP8078
CUPCAP8084,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,84,DP50,8084 Fixed,CUPCAP8084
CUPCAP8092,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,92,DP50,8092 Fixed,CUPCAP8092
CUPCAP8096,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,80,96,DP50,8096 Fixed,CUPCAP8096

CUPCAP8812,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,12,DP50,8812 Fixed,CUPCAP8812
CUPCAP8814,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,14,DP50,8814 Fixed,CUPCAP8814
CUPCAP8816,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,16,DP50,8816 Fixed,CUPCAP8816
CUPCAP8818,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,18,DP50,8818 Fixed,CUPCAP8818
CUPCAP8820,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,20,DP50,8820 Fixed,CUPCAP8820
CUPCAP8824,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,24,DP50,8824 Fixed,CUPCAP8824
CUPCAP8828,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,28,DP50,8828 Fixed,CUPCAP8828
CUPCAP8832,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,32,DP50,8832 Fixed,CUPCAP8832
CUPCAP8836,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,36,DP50,8836 Fixed,CUPCAP8836
CUPCAP8840,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,40,DP50,8840 Fixed,CUPCAP8840
CUPCAP8844,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,44,DP50,8844 Fixed,CUPCAP8844
CUPCAP8848,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,48,DP50,8848 Fixed,CUPCAP8848
CUPCAP8854,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,54,DP50,8854 Fixed,CUPCAP8854
CUPCAP8856,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,56,DP50,8856 Fixed,CUPCAP8856
CUPCAP8860,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,60,DP50,8860 Fixed,CUPCAP8860
CUPCAP8864,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,64,DP50,8864 Fixed,CUPCAP8864
CUPCAP8872,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,72,DP50,8872 Fixed,CUPCAP8872
CUPCAP8878,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,78,DP50,8878 Fixed,CUPCAP8878
CUPCAP8884,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,84,DP50,8884 Fixed,CUPCAP8884
CUPCAP8892,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,92,DP50,8892 Fixed,CUPCAP8892
CUPCAP8896,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,88,96,DP50,8896 Fixed,CUPCAP8896

CUPCAP9612,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,12,DP50,9612 Fixed,CUPCAP9612
CUPCAP9614,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,14,DP50,9614 Fixed,CUPCAP9614
CUPCAP9616,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,16,DP50,9616 Fixed,CUPCAP9616
CUPCAP9618,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,18,DP50,9618 Fixed,CUPCAP9618
CUPCAP9620,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,20,DP50,9620 Fixed,CUPCAP9620
CUPCAP9624,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,24,DP50,9624 Fixed,CUPCAP9624
CUPCAP9628,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,28,DP50,9628 Fixed,CUPCAP9628
CUPCAP9632,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,32,DP50,9632 Fixed,CUPCAP9632
CUPCAP9636,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,36,DP50,9636 Fixed,CUPCAP9636
CUPCAP9640,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,40,DP50,9640 Fixed,CUPCAP9640
CUPCAP9644,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,44,DP50,9644 Fixed,CUPCAP9644
CUPCAP9648,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,48,DP50,9648 Fixed,CUPCAP9648
CUPCAP9654,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,54,DP50,9654 Fixed,CUPCAP9654
CUPCAP9656,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,56,DP50,9656 Fixed,CUPCAP9656
CUPCAP9660,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,60,DP50,9660 Fixed,CUPCAP9660
CUPCAP9664,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,64,DP50,9664 Fixed,CUPCAP9664
CUPCAP9672,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,72,DP50,9672 Fixed,CUPCAP9672
CUPCAP9678,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,78,DP50,9678 Fixed,CUPCAP9678
CUPCAP9684,Marvin Windows and Doors,Clad Ultimate Push Out Casement Picture Unit,96,84,DP50,9684 Fixed,CUPCAP9684
