,Manufacturer##other##,Window Type##other##,Nominal Width##length##inches,Nominal Height##length##inches,Design Pressure##other##,Description##other##,Model##other##
CCNTPRYAWN6432,Marvin Windows and Doors,Clad Contemporary Awning,64,32,DP50,6432 AWNG,CCNTPRYAWN6432
CCNTPRYAWN6436,Marvin Windows and Doors,Clad Contemporary Awning,64,36,DP50,6436 AWNG,CCNTPRYAWN6436
CCNTPRYAWN6440,Marvin Windows and Doors,Clad Contemporary Awning,64,40,DP50,6440 AWNG,CCNTPRYAWN6440
CCNTPRYAWN6444,Marvin Windows and Doors,Clad Contemporary Awning,64,44,DP50,6444 AWNG,CCNTPRYAWN6444
CCNTPRYAWN6448,Marvin Windows and Doors,Clad Contemporary Awning,64,48,DP50,6448 AWNG,CCNTPRYAWN6448
CCNTPRYAWN6454,Marvin Windows and Doors,Clad Contemporary Awning,64,54,DP40,6454 AWNG,CCNTPRYAWN6454
CCNTPRYAWN6456,Marvin Windows and Doors,Clad Contemporary Awning,64,56,DP40,6456 AWNG,CCNTPRYAWN6456
CCNTPRYAWN6460,Marvin Windows and Doors,Clad Contemporary Awning,64,60,DP40,6460 AWNG,CCNTPRYAWN6460
CCNTPRYAWN6464,Marvin Windows and Doors,Clad Contemporary Awning,64,64,DP40,6464 AWNG,CCNTPRYAWN6464
CCNTPRYAWN6472,Marvin Windows and Doors,Clad Contemporary Awning,64,72,DP40,6472 AWNG,CCNTPRYAWN6472
CCNTPRYAWN7214,Marvin Windows and Doors,Clad Contemporary Awning,72,14,DP50,7214 AWNG,CCNTPRYAWN7214
CCNTPRYAWN7216,Marvin Windows and Doors,Clad Contemporary Awning,72,16,DP50,7216 AWNG,CCNTPRYAWN7216
CCNTPRYAWN7218,Marvin Windows and Doors,Clad Contemporary Awning,72,18,DP50,7218 AWNG,CCNTPRYAWN7218
CCNTPRYAWN7220,Marvin Windows and Doors,Clad Contemporary Awning,72,20,DP50,7220 AWNG,CCNTPRYAWN7220
CCNTPRYAWN7224,Marvin Windows and Doors,Clad Contemporary Awning,72,24,DP50,7224 AWNG,CCNTPRYAWN7224
CCNTPRYAWN7228,Marvin Windows and Doors,Clad Contemporary Awning,72,28,DP50,7228 AWNG,CCNTPRYAWN7228
CCNTPRYAWN7232,Marvin Windows and Doors,Clad Contemporary Awning,72,32,DP50,7232 AWNG,CCNTPRYAWN7232
CCNTPRYAWN7236,Marvin Windows and Doors,Clad Contemporary Awning,72,36,DP50,7236 AWNG,CCNTPRYAWN7236
CCNTPRYAWN7240,Marvin Windows and Doors,Clad Contemporary Awning,72,40,DP50,7240 AWNG,CCNTPRYAWN7240
CCNTPRYAWN7244,Marvin Windows and Doors,Clad Contemporary Awning,72,44,DP50,7244 AWNG,CCNTPRYAWN7244
CCNTPRYAWN7248,Marvin Windows and Doors,Clad Contemporary Awning,72,48,DP50,7248 AWNG,CCNTPRYAWN7248
CCNTPRYAWN7254,Marvin Windows and Doors,Clad Contemporary Awning,72,54,DP40,7254 AWNG,CCNTPRYAWN7254
CCNTPRYAWN7256,Marvin Windows and Doors,Clad Contemporary Awning,72,56,DP40,7256 AWNG,CCNTPRYAWN7256
CCNTPRYAWN7260,Marvin Windows and Doors,Clad Contemporary Awning,72,60,DP40,7260 AWNG,CCNTPRYAWN7260
CCNTPRYAWN7264,Marvin Windows and Doors,Clad Contemporary Awning,72,64,DP40,7264 AWNG,CCNTPRYAWN7264
CCNTPRYAWN7272,Marvin Windows and Doors,Clad Contemporary Awning,72,72,DP40,7272 AWNG,CCNTPRYAWN7272
