,Manufacturer##other##,Window Type##other##,Nominal Width##length##inches,Nominal Height##length##inches,Design Pressure##other##,Description##other##,Model##other##
CCNTPRYPAWN6048,Marvin Windows and Doors,Clad Contemporary Push Out Awning,60,48,DP50,6048 AWNG,CCNTPRYPAWN6048
CCNTPRYPAWN6054,Marvin Windows and Doors,Clad Contemporary Push Out Awning,60,54,DP40,6054 AWNG,CCNTPRYPAWN6054
CCNTPRYPAWN6056,Marvin Windows and Doors,Clad Contemporary Push Out Awning,60,56,DP40,6056 AWNG,CCNTPRYPAWN6056
CCNTPRYPAWN6060,Marvin Windows and Doors,Clad Contemporary Push Out Awning,60,60,DP40,6060 AWNG,CCNTPRYPAWN6060
CCNTPRYPAWN6064,Marvin Windows and Doors,Clad Contemporary Push Out Awning,60,64,DP40,6064 AWNG,CCNTPRYPAWN6064
CCNTPRYPAWN6072,Marvin Windows and Doors,Clad Contemporary Push Out Awning,60,72,DP40,6072 AWNG,CCNTPRYPAWN6072
CCNTPRYPAWN6414,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,14,DP50,6414 AWNG,CCNTPRYPAWN6414
CCNTPRYPAWN6416,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,16,DP50,6416 AWNG,CCNTPRYPAWN6416
CCNTPRYPAWN6418,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,18,DP50,6418 AWNG,CCNTPRYPAWN6418
CCNTPRYPAWN6420,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,20,DP50,6420 AWNG,CCNTPRYPAWN6420
CCNTPRYPAWN6424,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,24,DP50,6424 AWNG,CCNTPRYPAWN6424
CCNTPRYPAWN6428,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,28,DP50,6428 AWNG,CCNTPRYPAWN6428
CCNTPRYPAWN6432,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,32,DP50,6432 AWNG,CCNTPRYPAWN6432
CCNTPRYPAWN6436,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,36,DP50,6436 AWNG,CCNTPRYPAWN6436
CCNTPRYPAWN6440,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,40,DP50,6440 AWNG,CCNTPRYPAWN6440
CCNTPRYPAWN6444,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,44,DP50,6444 AWNG,CCNTPRYPAWN6444
CCNTPRYPAWN6448,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,48,DP50,6448 AWNG,CCNTPRYPAWN6448
CCNTPRYPAWN6454,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,54,DP40,6454 AWNG,CCNTPRYPAWN6454
CCNTPRYPAWN6456,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,56,DP40,6456 AWNG,CCNTPRYPAWN6456
CCNTPRYPAWN6460,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,60,DP40,6460 AWNG,CCNTPRYPAWN6460
CCNTPRYPAWN6464,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,64,DP40,6464 AWNG,CCNTPRYPAWN6464
CCNTPRYPAWN6472,Marvin Windows and Doors,Clad Contemporary Push Out Awning,64,72,DP40,6472 AWNG,CCNTPRYPAWN6472
CCNTPRYPAWN7214,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,14,DP50,7214 AWNG,CCNTPRYPAWN7214
CCNTPRYPAWN7216,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,16,DP50,7216 AWNG,CCNTPRYPAWN7216
CCNTPRYPAWN7218,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,18,DP50,7218 AWNG,CCNTPRYPAWN7218
CCNTPRYPAWN7220,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,20,DP50,7220 AWNG,CCNTPRYPAWN7220
CCNTPRYPAWN7224,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,24,DP50,7224 AWNG,CCNTPRYPAWN7224
CCNTPRYPAWN7228,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,28,DP50,7228 AWNG,CCNTPRYPAWN7228
CCNTPRYPAWN7232,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,32,DP50,7232 AWNG,CCNTPRYPAWN7232
CCNTPRYPAWN7236,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,36,DP50,7236 AWNG,CCNTPRYPAWN7236
CCNTPRYPAWN7240,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,40,DP50,7240 AWNG,CCNTPRYPAWN7240
CCNTPRYPAWN7244,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,44,DP50,7244 AWNG,CCNTPRYPAWN7244
CCNTPRYPAWN7248,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,48,DP50,7248 AWNG,CCNTPRYPAWN7248
CCNTPRYPAWN7254,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,54,DP40,7254 AWNG,CCNTPRYPAWN7254
CCNTPRYPAWN7256,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,56,DP40,7256 AWNG,CCNTPRYPAWN7256
CCNTPRYPAWN7260,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,60,DP40,7260 AWNG,CCNTPRYPAWN7260
CCNTPRYPAWN7264,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,64,DP40,7264 AWNG,CCNTPRYPAWN7264
CCNTPRYPAWN7272,Marvin Windows and Doors,Clad Contemporary Push Out Awning,72,72,DP40,7272 AWNG,CCNTPRYPAWN7272
