,Manufacturer##other##,Window Type##other##,Nominal Width##length##inches,Nominal Height##length##inches,Design Pressure##other##,Description##other##,Model##other## 
CUCACNR5692,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,56,92,Not Rated,FIXED CRNR,CUCACNR5692
CUCACNR5696,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,56,96,Not Rated,FIXED CRNR,CUCACNR5696
CUCACNR6012,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,12,Not Rated,FIXED CRNR,CUCACNR6012
CUCACNR6014,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,14,Not Rated,FIXED CRNR,CUCACNR6014
CUCACNR6016,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,16,Not Rated,FIXED CRNR,CUCACNR6016
CUCACNR6018,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,18,Not Rated,FIXED CRNR,CUCACNR6018
CUCACNR6020,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,20,Not Rated,FIXED CRNR,CUCACNR6020
CUCACNR6024,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,24,Not Rated,FIXED CRNR,CUCACNR6024
CUCACNR6028,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,28,Not Rated,FIXED CRNR,CUCACNR6028
CUCACNR6032,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,32,Not Rated,FIXED CRNR,CUCACNR6032
CUCACNR6036,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,36,Not Rated,FIXED CRNR,CUCACNR6036
CUCACNR6040,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,40,Not Rated,FIXED CRNR,CUCACNR6040
CUCACNR6044,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,44,Not Rated,FIXED CRNR,CUCACNR6044
CUCACNR6048,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,48,Not Rated,FIXED CRNR,CUCACNR6048
CUCACNR6054,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,54,Not Rated,FIXED CRNR,CUCACNR6054
CUCACNR6056,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,56,Not Rated,FIXED CRNR,CUCACNR6056
CUCACNR6060,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,60,Not Rated,FIXED CRNR,CUCACNR6060
CUCACNR6064,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,64,Not Rated,FIXED CRNR,CUCACNR6064
CUCACNR6072,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,72,Not Rated,FIXED CRNR,CUCACNR6072
CUCACNR6078,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,78,Not Rated,FIXED CRNR,CUCACNR6078
CUCACNR6084,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,84,Not Rated,FIXED CRNR,CUCACNR6084
CUCACNR6092,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,92,Not Rated,FIXED CRNR,CUCACNR6092
CUCACNR6096,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,60,96,Not Rated,FIXED CRNR,CUCACNR6096
CUCACNR6412,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,12,Not Rated,FIXED CRNR,CUCACNR6412
CUCACNR6414,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,14,Not Rated,FIXED CRNR,CUCACNR6414
CUCACNR6416,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,16,Not Rated,FIXED CRNR,CUCACNR6416
CUCACNR6418,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,18,Not Rated,FIXED CRNR,CUCACNR6418
CUCACNR6420,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,20,Not Rated,FIXED CRNR,CUCACNR6420
CUCACNR6424,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,24,Not Rated,FIXED CRNR,CUCACNR6424
CUCACNR6428,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,28,Not Rated,FIXED CRNR,CUCACNR6428
CUCACNR6432,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,32,Not Rated,FIXED CRNR,CUCACNR6432
CUCACNR6436,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,36,Not Rated,FIXED CRNR,CUCACNR6436
CUCACNR6440,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,40,Not Rated,FIXED CRNR,CUCACNR6440
CUCACNR6444,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,44,Not Rated,FIXED CRNR,CUCACNR6444
CUCACNR6448,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,48,Not Rated,FIXED CRNR,CUCACNR6448
CUCACNR6454,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,54,Not Rated,FIXED CRNR,CUCACNR6454
CUCACNR6456,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,56,Not Rated,FIXED CRNR,CUCACNR6456
CUCACNR6460,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,60,Not Rated,FIXED CRNR,CUCACNR6460
CUCACNR6464,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,64,Not Rated,FIXED CRNR,CUCACNR6464
CUCACNR6472,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,72,Not Rated,FIXED CRNR,CUCACNR6472
CUCACNR6478,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,78,Not Rated,FIXED CRNR,CUCACNR6478
CUCACNR6484,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,84,Not Rated,FIXED CRNR,CUCACNR6484
CUCACNR6492,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,92,Not Rated,FIXED CRNR,CUCACNR6492
CUCACNR6496,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,64,96,Not Rated,FIXED CRNR,CUCACNR6496
CUCACNR7212,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,12,Not Rated,FIXED CRNR,CUCACNR7212
CUCACNR7214,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,14,Not Rated,FIXED CRNR,CUCACNR7214
CUCACNR7216,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,16,Not Rated,FIXED CRNR,CUCACNR7216
CUCACNR7218,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,18,Not Rated,FIXED CRNR,CUCACNR7218
CUCACNR7220,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,20,Not Rated,FIXED CRNR,CUCACNR7220
CUCACNR7224,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,24,Not Rated,FIXED CRNR,CUCACNR7224
CUCACNR7228,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,28,Not Rated,FIXED CRNR,CUCACNR7228
CUCACNR7232,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,32,Not Rated,FIXED CRNR,CUCACNR7232
CUCACNR7236,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,36,Not Rated,FIXED CRNR,CUCACNR7236
CUCACNR7240,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,40,Not Rated,FIXED CRNR,CUCACNR7240
CUCACNR7244,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,44,Not Rated,FIXED CRNR,CUCACNR7244
CUCACNR7248,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,48,Not Rated,FIXED CRNR,CUCACNR7248
CUCACNR7254,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,54,Not Rated,FIXED CRNR,CUCACNR7254
CUCACNR7256,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,56,Not Rated,FIXED CRNR,CUCACNR7256
CUCACNR7260,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,60,Not Rated,FIXED CRNR,CUCACNR7260
CUCACNR7264,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,64,Not Rated,FIXED CRNR,CUCACNR7264
CUCACNR7272,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,72,Not Rated,FIXED CRNR,CUCACNR7272
CUCACNR7278,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,78,Not Rated,FIXED CRNR,CUCACNR7278
CUCACNR7284,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,84,Not Rated,FIXED CRNR,CUCACNR7284
CUCACNR7292,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,92,Not Rated,FIXED CRNR,CUCACNR7292
CUCACNR7296,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,72,96,Not Rated,FIXED CRNR,CUCACNR7296
CUCACNR8012,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,12,Not Rated,FIXED CRNR,CUCACNR8012
CUCACNR8014,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,14,Not Rated,FIXED CRNR,CUCACNR8014
CUCACNR8016,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,16,Not Rated,FIXED CRNR,CUCACNR8016
CUCACNR8018,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,18,Not Rated,FIXED CRNR,CUCACNR8018
CUCACNR8020,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,20,Not Rated,FIXED CRNR,CUCACNR8020
CUCACNR8024,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,24,Not Rated,FIXED CRNR,CUCACNR8024
CUCACNR8028,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,28,Not Rated,FIXED CRNR,CUCACNR8028
CUCACNR8032,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,32,Not Rated,FIXED CRNR,CUCACNR8032
CUCACNR8036,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,36,Not Rated,FIXED CRNR,CUCACNR8036
CUCACNR8040,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,40,Not Rated,FIXED CRNR,CUCACNR8040
CUCACNR8044,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,44,Not Rated,FIXED CRNR,CUCACNR8044
CUCACNR8048,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,48,Not Rated,FIXED CRNR,CUCACNR8048
CUCACNR8054,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,54,Not Rated,FIXED CRNR,CUCACNR8054
CUCACNR8056,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,56,Not Rated,FIXED CRNR,CUCACNR8056
CUCACNR8060,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,60,Not Rated,FIXED CRNR,CUCACNR8060
CUCACNR8064,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,64,Not Rated,FIXED CRNR,CUCACNR8064
CUCACNR8072,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,72,Not Rated,FIXED CRNR,CUCACNR8072
CUCACNR8078,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,78,Not Rated,FIXED CRNR,CUCACNR8078
CUCACNR8084,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,84,Not Rated,FIXED CRNR,CUCACNR8084
CUCACNR8092,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,92,Not Rated,FIXED CRNR,CUCACNR8092
CUCACNR8096,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,80,96,Not Rated,FIXED CRNR,CUCACNR8096
CUCACNR8812,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,12,Not Rated,FIXED CRNR,CUCACNR8812
CUCACNR8814,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,14,Not Rated,FIXED CRNR,CUCACNR8814
CUCACNR8816,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,16,Not Rated,FIXED CRNR,CUCACNR8816
CUCACNR8818,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,18,Not Rated,FIXED CRNR,CUCACNR8818
CUCACNR8820,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,20,Not Rated,FIXED CRNR,CUCACNR8820
CUCACNR8824,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,24,Not Rated,FIXED CRNR,CUCACNR8824
CUCACNR8828,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,28,Not Rated,FIXED CRNR,CUCACNR8828
CUCACNR8832,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,32,Not Rated,FIXED CRNR,CUCACNR8832
CUCACNR8836,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,36,Not Rated,FIXED CRNR,CUCACNR8836
CUCACNR8840,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,40,Not Rated,FIXED CRNR,CUCACNR8840
CUCACNR8844,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,44,Not Rated,FIXED CRNR,CUCACNR8844
CUCACNR8848,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,48,Not Rated,FIXED CRNR,CUCACNR8848
CUCACNR8854,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,54,Not Rated,FIXED CRNR,CUCACNR8854
CUCACNR8856,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,56,Not Rated,FIXED CRNR,CUCACNR8856
CUCACNR8860,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,60,Not Rated,FIXED CRNR,CUCACNR8860
CUCACNR8864,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,64,Not Rated,FIXED CRNR,CUCACNR8864
CUCACNR8872,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,72,Not Rated,FIXED CRNR,CUCACNR8872
CUCACNR8878,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,78,Not Rated,FIXED CRNR,CUCACNR8878
CUCACNR8884,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,84,Not Rated,FIXED CRNR,CUCACNR8884
CUCACNR8892,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,92,Not Rated,FIXED CRNR,CUCACNR8892
CUCACNR8896,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,88,96,Not Rated,FIXED CRNR,CUCACNR8896
CUCACNR9612,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,12,Not Rated,FIXED CRNR,CUCACNR9612
CUCACNR9614,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,14,Not Rated,FIXED CRNR,CUCACNR9614
CUCACNR9616,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,16,Not Rated,FIXED CRNR,CUCACNR9616
CUCACNR9618,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,18,Not Rated,FIXED CRNR,CUCACNR9618
CUCACNR9620,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,20,Not Rated,FIXED CRNR,CUCACNR9620
CUCACNR9624,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,24,Not Rated,FIXED CRNR,CUCACNR9624
CUCACNR9628,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,28,Not Rated,FIXED CRNR,CUCACNR9628
CUCACNR9632,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,32,Not Rated,FIXED CRNR,CUCACNR9632
CUCACNR9636,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,36,Not Rated,FIXED CRNR,CUCACNR9636
CUCACNR9640,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,40,Not Rated,FIXED CRNR,CUCACNR9640
CUCACNR9644,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,44,Not Rated,FIXED CRNR,CUCACNR9644
CUCACNR9648,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,48,Not Rated,FIXED CRNR,CUCACNR9648
CUCACNR9654,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,54,Not Rated,FIXED CRNR,CUCACNR9654
CUCACNR9656,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,56,Not Rated,FIXED CRNR,CUCACNR9656
CUCACNR9660,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,60,Not Rated,FIXED CRNR,CUCACNR9660
CUCACNR9664,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,64,Not Rated,FIXED CRNR,CUCACNR9664
CUCACNR9672,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,72,Not Rated,FIXED CRNR,CUCACNR9672
CUCACNR9678,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,78,Not Rated,FIXED CRNR,CUCACNR9678
CUCACNR9684,Marvin Windows and Doors,Clad Ultimate Casement Corner Unit,96,84,Not Rated,FIXED CRNR,CUCACNR9684
